Model,Location,mAP50,mAP50-95,Precision,Recall,FPS (avg),Latency ms,GPU Util %,CPU Util %,RAM (GB),Power (W),Temp (?C),Params (M),Model Size (MB),GFLOPs,Reduction vs Baseline (%)
26s_pose_from_26x_80p_int8.engine,research/pose/26s-pose/distillation_pruning_quantization/80/INT8/26s_pose_from_26x_80p_int8.engine_benchmark.json,0.975613,0.662757,0.928365,0.964286,35.11,28.48,55.41,8.78,3.01,11.15,71.17,,,,
11l_DS3_640.engine,research/object/11l_DS3/input_reduction/640/11l_DS3_640.engine_benchmark.json,0.946925,0.758791,0.962145,0.909893,19.37,51.63,71.95,6.31,2.64,12.80,55.97,,,,
11l_DS3_768.engine,research/object/11l_DS3/input_reduction/768/11l_DS3_768.engine_benchmark.json,0.938100,0.805267,0.962283,0.879170,13.47,74.23,73.29,5.56,2.62,13.27,58.91,,,,
11l_DS3_960.engine,research/object/11l_DS3/input_reduction/960/11l_DS3_960.engine_benchmark.json,0.951023,0.865901,0.979110,0.917504,9.29,107.67,76.44,4.41,2.63,14.16,58.46,,,,
11m_DS3_640.engine,research/object/11m_DS3/input_reduction/640/11m_DS3_640.engine_benchmark.json,0.950263,0.783631,0.984989,0.930925,23.94,41.77,66.59,7.03,2.60,12.33,56.52,,,,
11m_DS3_768.engine,research/object/11m_DS3/input_reduction/768/11m_DS3_768.engine_benchmark.json,0.965902,0.823299,0.994397,0.943166,16.56,60.39,66.68,6.34,2.58,12.87,58.59,,,,
11m_DS3_960.engine,research/object/11m_DS3/input_reduction/960/11m_DS3_960.engine_benchmark.json,0.978559,0.889386,0.993468,0.975175,11.32,88.36,72.49,5.10,2.60,13.76,58.43,,,,
11n_DS3_640.engine,research/object/11n_DS3/input_reduction/640/11n_DS3_640.engine_benchmark.json,0.917415,0.658663,0.985251,0.865578,59.79,16.73,37.75,13.14,2.63,8.39,55.78,,,,
11n_DS3_768.engine,research/object/11n_DS3/input_reduction/768/11n_DS3_768.engine_benchmark.json,0.946390,0.752017,0.984299,0.933374,40.18,24.89,36.07,12.24,2.56,8.61,53.17,,,,
11n_DS3_960.engine,research/object/11n_DS3/input_reduction/960/11n_DS3_960.engine_benchmark.json,0.957528,0.818562,0.993020,0.951792,29.68,33.70,33.41,10.86,2.55,9.35,54.14,,,,
11s_DS3_640.engine,research/object/11s_DS3/input_reduction/640/11s_DS3_640.engine_benchmark.json,0.936168,0.715639,0.981575,0.926515,40.61,24.62,46.61,10.28,2.60,10.12,56.47,,,,
11s_DS3_768.engine,research/object/11s_DS3/input_reduction/768/11s_DS3_768.engine_benchmark.json,0.949968,0.796579,0.992810,0.943983,27.87,35.88,50.00,9.32,2.60,10.41,55.51,,,,
11s_DS3_960.engine,research/object/11s_DS3/input_reduction/960/11s_DS3_960.engine_benchmark.json,0.960239,0.855427,0.993959,0.955760,19.48,51.33,58.10,7.88,2.60,11.40,56.24,,,,
11x_DS3_640.engine,research/object/11x_DS3/input_reduction/640/11x_DS3_640.engine_benchmark.json,0.952585,0.765538,0.986962,0.910391,11.23,89.02,80.64,4.20,2.63,14.75,57.53,,,,
11x_DS3_768.engine,research/object/11x_DS3/input_reduction/768/11x_DS3_768.engine_benchmark.json,0.937625,0.812090,0.928988,0.892589,8.22,121.61,81.46,3.68,2.66,15.33,61.40,,,,
11x_DS3_960.engine,research/object/11x_DS3/input_reduction/960/11x_DS3_960.engine_benchmark.json,0.967604,0.866838,0.989388,0.931579,5.51,181.62,84.73,2.79,2.79,15.80,60.71,,,,
26l_DS3_640.engine,research/object/26l/input_reduction/640/26l_DS3_640.engine_benchmark.json,0.978340,0.823683,0.990748,0.969920,20.02,49.95,73.32,5.92,2.65,13.07,58.62,,,,
26l_DS3_768.engine,research/object/26l/input_reduction/768/26l_DS3_768.engine_benchmark.json,0.975991,0.867801,0.966196,0.976283,13.82,72.38,73.36,5.31,2.59,13.53,59.50,,,,
26l_DS3_960.engine,research/object/26l/input_reduction/960/26l_DS3_960.engine_benchmark.json,0.980527,0.914406,0.996630,0.975053,9.32,107.27,79.61,4.13,2.60,14.35,59.41,,,,
26m_DS3_640.engine,research/object/26m/input_reduction/640/26m_DS3_640.engine_benchmark.json,0.955906,0.804582,0.992340,0.930620,24.84,40.26,70.75,6.85,2.65,12.56,59.64,,,,
26m_DS3_768.engine,research/object/26m/input_reduction/768/26m_DS3_768.engine_benchmark.json,0.973945,0.846255,0.967047,0.965486,17.19,58.19,71.22,6.00,2.66,13.20,59.50,,,,
26m_DS3_960.engine,research/object/26m/input_reduction/960/26m_DS3_960.engine_benchmark.json,0.979397,0.890380,0.996093,0.974462,11.58,86.35,73.25,4.83,2.65,14.04,59.81,,,,
26n_DS3_640.engine,research/object/26n/input_reduction/640/26n_DS3_640.engine_benchmark.json,0.924652,0.696907,0.968949,0.893699,68.86,14.52,35.19,12.95,2.67,8.34,55.13,,,,
26n_DS3_768.engine,research/object/26n/input_reduction/768/26n_DS3_768.engine_benchmark.json,0.943467,0.760523,0.981358,0.933275,44.35,22.55,36.07,12.26,2.64,8.68,53.05,,,,
26n_DS3_960.engine,research/object/26n/input_reduction/960/26n_DS3_960.engine_benchmark.json,0.942920,0.817730,0.983515,0.934095,31.90,31.35,44.29,10.70,2.72,9.48,54.05,,,,
26s_DS3_640.engine,research/object/26s/input_reduction/640/26s_DS3_640.engine_benchmark.json,0.948946,0.789890,0.990589,0.928313,44.60,22.42,53.15,9.90,2.74,10.33,57.94,,,,
26s_DS3_768.engine,research/object/26s/input_reduction/768/26s_DS3_768.engine_benchmark.json,0.951893,0.834887,0.991258,0.942764,29.09,34.37,57.54,8.88,2.71,10.63,56.38,,,,
26s_DS3_960.engine,research/object/26s/input_reduction/960/26s_DS3_960.engine_benchmark.json,0.978381,0.885083,0.980631,0.964308,19.05,52.48,70.85,7.14,2.72,11.69,57.09,,,,
26x_DS3_640.engine,research/object/26x/input_reduction/640/26x_DS3_640.engine_benchmark.json,0.960337,0.800206,0.986905,0.936713,11.74,85.18,79.22,3.82,2.60,14.90,60.47,,,,
26x_DS3_768.engine,research/object/26x/input_reduction/768/26x_DS3_768.engine_benchmark.json,0.978573,0.863353,0.994940,0.964343,8.36,119.65,81.61,3.36,2.66,15.37,61.52,,,,
26x_DS3_960.engine,research/object/26x/input_reduction/960/26x_DS3_960.engine_benchmark.json,0.974860,0.896942,0.986712,0.969769,5.52,181.31,97.08,2.63,2.74,16.00,61.63,,,,
11l_pose_640.engine,research/pose/11l-pose/input_reduction/640/11l_pose_640.engine_benchmark.json,0.930554,0.716775,0.961714,0.897264,15.74,63.55,71.54,5.33,2.79,12.27,59.10,,,,
11l_pose_768.engine,research/pose/11l-pose/input_reduction/768/11l_pose_768.engine_benchmark.json,0.995000,0.890042,1.000000,1.000000,11.16,89.60,74.58,4.66,2.69,12.63,58.58,,,,
11l_pose_960.engine,research/pose/11l-pose/input_reduction/960/11l_pose_960.engine_benchmark.json,0.995000,0.966207,1.000000,1.000000,6.82,146.65,83.08,3.45,2.71,12.97,58.72,,,,
11m_pose_640.engine,research/pose/11m-pose/input_reduction/640/11m_pose_640.engine_benchmark.json,0.821830,0.624163,0.807692,0.750000,18.58,53.82,69.92,5.86,2.60,11.92,55.39,,,,
11m_pose_768.engine,research/pose/11m-pose/input_reduction/768/11m_pose_768.engine_benchmark.json,0.979771,0.896929,0.964286,0.964286,12.68,78.88,75.14,5.16,2.68,12.16,57.20,,,,
11m_pose_960.engine,research/pose/11m-pose/input_reduction/960/11m_pose_960.engine_benchmark.json,0.995000,0.968656,1.000000,1.000000,7.86,127.17,83.47,3.69,2.70,12.35,56.98,,,,
11n_pose_640.engine,research/pose/11n-pose/input_reduction/640/11n_pose_640.engine_benchmark.json,0.345510,0.253438,0.348485,0.821429,36.39,27.48,53.08,9.62,2.65,8.35,55.15,,,,
11n_pose_768.engine,research/pose/11n-pose/input_reduction/768/11n_pose_768.engine_benchmark.json,0.995000,0.810304,0.957071,1.000000,23.89,41.85,57.44,8.47,2.64,8.73,52.80,,,,
11n_pose_960.engine,research/pose/11n-pose/input_reduction/960/11n_pose_960.engine_benchmark.json,0.995000,0.901125,0.998126,1.000000,14.15,70.67,68.02,6.04,2.66,8.97,53.54,,,,
11s_pose_640.engine,research/pose/11s-pose/input_reduction/640/11s_pose_640.engine_benchmark.json,0.995000,0.816219,0.991442,1.000000,28.23,35.42,56.10,7.91,2.66,9.72,55.49,,,,
11s_pose_768.engine,research/pose/11s-pose/input_reduction/768/11s_pose_768.engine_benchmark.json,0.995000,0.962186,0.971590,1.000000,18.56,53.88,66.73,6.97,2.65,10.00,55.00,,,,
11s_pose_960.engine,research/pose/11s-pose/input_reduction/960/11s_pose_960.engine_benchmark.json,0.995000,0.977805,1.000000,1.000000,11.00,90.93,71.78,4.90,2.66,10.26,55.09,,,,
11x_pose_640.engine,research/pose/11x-pose/input_reduction/640/11x_pose_640.engine_benchmark.json,0.939918,0.645780,0.928435,0.926729,10.59,94.40,80.81,3.92,2.65,14.54,60.75,,,,
11x_pose_768.engine,research/pose/11x-pose/input_reduction/768/11x_pose_768.engine_benchmark.json,0.995000,0.875477,1.000000,1.000000,7.31,136.75,82.51,3.30,2.71,14.78,61.02,,,,
11x_pose_960.engine,research/pose/11x-pose/input_reduction/960/11x_pose_960.engine_benchmark.json,0.995000,0.931857,1.000000,1.000000,4.71,212.39,90.15,2.42,2.84,15.02,60.84,,,,
26l_pose_640.engine,research/pose/26l-pose/input_reduction/640/26l_pose_640.engine_benchmark.json,0.991571,0.692651,0.954392,0.964286,19.00,52.63,69.61,5.96,2.61,13.07,56.87,,,,
26l_pose_768.engine,research/pose/26l-pose/input_reduction/768/26l_pose_768.engine_benchmark.json,0.988227,0.764217,0.930996,0.963722,13.40,74.65,77.29,5.04,2.65,13.68,59.00,,,,
26l_pose_960.engine,research/pose/26l-pose/input_reduction/960/26l_pose_960.engine_benchmark.json,0.995000,0.861805,0.998345,1.000000,8.63,115.82,88.66,3.92,2.68,14.58,59.02,,,,
26m_pose_640.engine,research/pose/26m-pose/input_reduction/640/26m_pose_640.engine_benchmark.json,0.063987,0.021082,0.157004,0.142857,22.96,43.56,63.00,6.06,2.52,12.84,51.73,,,,
26m_pose_768.engine,research/pose/26m-pose/input_reduction/768/26m_pose_768.engine_benchmark.json,0.157869,0.066865,0.310179,0.321188,15.95,62.70,76.27,5.63,2.62,13.28,58.19,,,,
26m_pose_960.engine,research/pose/26m-pose/input_reduction/960/26m_pose_960.engine_benchmark.json,0.429579,0.201556,0.532006,0.535714,10.81,92.51,76.54,4.58,2.59,14.18,56.48,,,,
26n_pose_640.engine,research/pose/26n-pose/input_reduction/640/26n_pose_640.engine_benchmark.json,0.995000,0.807225,0.997979,1.000000,59.96,16.68,41.49,11.94,2.67,9.01,54.21,,,,
26n_pose_768.engine,research/pose/26n-pose/input_reduction/768/26n_pose_768.engine_benchmark.json,0.995000,0.918846,0.998439,1.000000,39.20,25.51,46.47,11.29,2.58,9.29,53.69,,,,
26n_pose_960.engine,research/pose/26n-pose/input_reduction/960/26n_pose_960.engine_benchmark.json,0.995000,0.960149,0.997236,1.000000,27.39,36.52,52.19,9.59,2.66,10.22,54.23,,,,
26s_pose_640.engine,research/pose/26s-pose/input_reduction/640/26s_pose_640.engine_benchmark.json,0.617767,0.231255,0.665350,0.781201,39.14,25.55,59.47,9.21,2.69,10.72,56.58,,,,
26s_pose_768.engine,research/pose/26s-pose/input_reduction/768/26s_pose_768.engine_benchmark.json,0.890345,0.343071,0.841763,0.964286,26.22,38.14,51.78,8.35,2.61,11.06,55.94,,,,
26s_pose_960.engine,research/pose/26s-pose/input_reduction/960/26s_pose_960.engine_benchmark.json,0.955614,0.536240,0.923635,0.964286,17.22,58.08,64.68,6.62,2.68,12.06,56.77,,,,
26x_pose_640.engine,research/pose/26x-pose/input_reduction/640/26x_pose_640.engine_benchmark.json,0.344359,0.192705,0.427297,0.464286,11.61,86.15,80.75,3.98,2.63,14.99,57.36,,,,
26x_pose_768.engine,research/pose/26x-pose/input_reduction/768/26x_pose_768.engine_benchmark.json,0.656594,0.409231,0.712654,0.714286,8.05,124.28,83.10,3.27,2.67,15.58,61.41,,,,
26x_pose_960.engine,research/pose/26x-pose/input_reduction/960/26x_pose_960.engine_benchmark.json,0.964471,0.709438,0.924822,0.964286,5.30,188.67,88.42,2.51,2.76,16.04,60.56,,,,
